week_number,month,province,product_name,category,avg_temperature_level,rainfall_level,tourism_level,payday_week,holiday_type,festival_season,school_season,urbanization_level,avg_income_level,demand_score,estimated_units_sold
27,July,Western,Necto,Beverages,High,High,Medium,No,None,No,Yes,High,High,994.48,1710
15,April,Uva,Ritzbury Chocolate,Snacks,High,Low,Low,Yes,Sinhala_Tamil_New_Year,Yes,No,Low,Low,993.15,687
24,June,Northern,Ice Cream,Frozen Foods,High,Low,Low,No,None,No,Yes,Low,Low,897.65,766
33,August,North Central,MD Crackers,Snacks,High,Low,Low,No,None,No,Yes,Low,Low,250.32,220
17,April,Southern,Red Rice,Staples,High,Low,Medium,No,Eid,Yes,No,Medium,Medium,485.5,539
46,November,Central,Arrack,Alcohol,Medium,Medium,Medium,No,None,No,Yes,Medium,Medium,391.93,482
18,May,Southern,Kotmale Yoghurt,Dairy,High,High,Medium,No,Eid,Yes,Yes,Medium,Medium,546.27,702
29,July,Northern,Candles,Seasonal/Ritual,High,Low,Low,No,None,No,Yes,Low,Low,246.03,208
24,June,Sabaragamuwa,Tea Leaves,Beverages,High,High,Low,Yes,None,No,Yes,Low,Medium,325.83,293
46,November,Central,Canned Fish,Canned Goods,Medium,Medium,Medium,No,None,No,Yes,Medium,Medium,347.24,424
45,November,Uva,Lion Beer,Alcohol,Medium,Medium,Low,No,Deepavali,Yes,Yes,Low,Low,198.24,152
6,February,Western,Rice,Staples,Medium,Medium,Medium,No,None,No,Yes,High,High,556.55,850
28,July,Sabaragamuwa,Rice Flour,Staples,High,High,Low,No,None,No,Yes,Low,Medium,348.81,305
5,February,Uva,Rice Flour,Staples,Medium,Medium,Low,No,None,No,Yes,Low,Low,377.6,317
37,September,Sabaragamuwa,Tea Leaves,Beverages,Medium,High,Low,No,None,No,Yes,Low,Medium,465.58,393
16,April,North Western,Maggi Noodles,Instant Foods,High,Low,Low,Yes,Sinhala_Tamil_New_Year,Yes,No,Medium,Medium,533.62,714
34,August,Central,Ritzbury Chocolate,Snacks,Low,High,High,No,Poya,Yes,Yes,Medium,Medium,529.63,631
31,July,North Central,Red Rice,Staples,High,Low,Low,No,None,No,Yes,Low,Low,437.43,373
23,June,Central,Tea Leaves,Beverages,Low,High,Medium,No,None,No,Yes,Medium,Medium,1786.3,1855
9,March,North Western,Red Rice,Staples,High,Low,Low,No,None,No,Yes,Medium,Medium,443.45,586
45,November,Uva,Munchee Biscuits,Snacks,Medium,Medium,Low,No,Deepavali,Yes,Yes,Low,Low,605.65,495
3,January,Uva,Pepsi,Beverages,Medium,Medium,Low,Yes,None,No,Yes,Low,Low,408.4,327
33,August,Eastern,Anchor Milk Powder,Dairy,High,Low,High,No,None,No,Yes,Low,Low,414.25,342
19,May,Northern,Necto,Beverages,High,Low,Low,No,None,No,Yes,Low,Low,324.81,258
28,July,North Western,Candles,Seasonal/Ritual,High,Medium,Low,Yes,None,No,Yes,Medium,Medium,399.01,469
32,August,Southern,Frozen Fish,Frozen Foods,High,High,Medium,Yes,None,No,Yes,Medium,Medium,444.4,524
6,February,North Central,Milo,Dairy,Medium,High,Medium,No,None,No,Yes,Low,Low,524.36,399
7,February,North Western,Wheat Flour,Staples,Medium,Medium,Low,Yes,None,No,Yes,Medium,Medium,403.34,505
45,November,Southern,Kotmale Yoghurt,Dairy,Medium,Medium,High,No,Deepavali,Yes,Yes,Medium,Medium,385.66,483
40,October,North Western,Milo,Dairy,Medium,Low,Low,Yes,None,No,Yes,Medium,Medium,823.47,978
24,June,North Central,MD Crackers,Snacks,High,Low,Low,No,None,No,Yes,Low,Low,316.08,262
3,January,Uva,Dhal,Staples,Medium,Medium,Low,Yes,None,No,Yes,Low,Low,375.04,334
39,September,Western,Dhal,Staples,Medium,High,Medium,No,None,No,Yes,High,High,658.24,1218
34,August,Southern,Necto,Beverages,High,High,Medium,No,Poya,Yes,Yes,Medium,Medium,661.25,753
2,January,Central,Washing Powder,Household,Medium,Medium,High,No,None,No,Yes,Medium,Medium,286.54,337
17,April,Central,Sugar,Sweeteners,Medium,Low,Medium,No,Eid,Yes,No,Medium,Medium,589.37,773
45,November,Eastern,Lantern Materials,Seasonal/Ritual,Medium,High,Medium,No,Deepavali,Yes,Yes,Low,Low,338.2,296
29,July,Central,Coconut Oil,Cooking Essentials,Low,High,High,No,None,No,Yes,Medium,Medium,471.68,573
43,October,North Western,Necto,Beverages,Medium,Low,Low,No,None,No,Yes,Medium,Medium,381.55,489
46,November,Southern,Frozen Fish,Frozen Foods,Medium,Medium,High,No,None,No,Yes,Medium,Medium,446.1,475
15,April,Sabaragamuwa,Rice Flour,Staples,High,Low,Low,No,Sinhala_Tamil_New_Year,Yes,No,Low,Medium,1802.75,1661
36,September,North Western,Maggi Noodles,Instant Foods,Medium,Medium,Low,Yes,None,No,Yes,Medium,Medium,529.55,612
5,February,Central,Pepsi,Beverages,Medium,Medium,High,No,None,No,Yes,Medium,Medium,600.56,654
50,December,North Central,Milo,Dairy,Medium,High,Low,No,None,No,No,Low,Low,438.3,405
29,July,Central,Kotmale Yoghurt,Dairy,Low,High,High,No,None,No,Yes,Medium,Medium,482.95,662
41,October,Sabaragamuwa,Maggi Noodles,Instant Foods,Medium,Low,Low,No,None,No,Yes,Low,Medium,354.17,292
8,February,Western,MD Crackers,Snacks,Medium,Medium,Medium,Yes,Poya,Yes,Yes,High,High,757.86,1423
34,August,North Western,Candles,Seasonal/Ritual,High,Medium,Low,No,Poya,Yes,Yes,Medium,Medium,679.13,836
18,May,Sabaragamuwa,Dhal,Staples,High,High,Low,No,Eid,Yes,Yes,Low,Medium,909.19,745
38,September,Southern,Maggi Noodles,Instant Foods,Medium,High,Medium,No,Poya,Yes,Yes,Medium,Medium,545.3,581
37,September,North Western,Red Rice,Staples,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,544.31,656
42,October,Eastern,Sunflower Oil,Cooking Essentials,Medium,Medium,Medium,No,Poya,Yes,Yes,Low,Low,273.04,243
41,October,Uva,Ritzbury Chocolate,Snacks,Medium,Low,Low,No,None,No,Yes,Low,Low,236.22,193
20,May,North Central,Kotmale Yoghurt,Dairy,High,Low,Low,Yes,Vesak,Yes,Yes,Low,Low,352.86,307
22,May,Northern,Prima Noodles,Instant Foods,High,Low,Low,No,None,No,Yes,Low,Low,296.78,235
26,June,North Western,Dhal,Staples,High,Medium,Low,No,Poya,Yes,Yes,Medium,Medium,539.36,645
30,July,Northern,Rice Flour,Staples,High,Low,Low,No,Poya,Yes,Yes,Low,Low,294.47,257
25,June,Eastern,Arrack,Alcohol,High,Low,High,No,None,No,Yes,Low,Low,293.67,288
21,May,Southern,Lantern Materials,Seasonal/Ritual,High,High,Medium,No,Vesak,Yes,Yes,Medium,Medium,1882.23,2554
33,August,Uva,Kotmale Yoghurt,Dairy,High,Medium,Low,No,None,No,Yes,Low,Low,256.35,219
33,August,North Central,Kotmale Yoghurt,Dairy,High,Low,Low,No,None,No,Yes,Low,Low,333.93,302
19,May,Western,Munchee Biscuits,Snacks,High,High,Medium,Yes,None,No,Yes,High,High,1392.39,2198
7,February,Western,Milo,Dairy,Medium,Medium,Medium,Yes,None,No,Yes,High,High,873.97,1561
26,June,Western,Red Rice,Staples,High,High,Medium,No,Poya,Yes,Yes,High,High,641.53,1185
25,June,Central,MD Crackers,Snacks,Low,High,Medium,No,None,No,Yes,Medium,Medium,349.63,399
9,March,Central,Rice Flour,Staples,Medium,Low,Medium,No,None,No,Yes,Medium,Medium,403.8,449
49,December,North Western,Dhal,Staples,Medium,Medium,Low,No,None,No,No,Medium,Medium,356.51,425
3,January,Western,Dhal,Staples,Medium,Medium,Medium,No,None,No,Yes,High,High,702.45,1173
9,March,Sabaragamuwa,Elephant Ginger Beer,Beverages,High,Low,Low,No,None,No,Yes,Low,Medium,709.05,641
38,September,Eastern,Elephant Ginger Beer,Beverages,Medium,Low,Medium,No,Poya,Yes,Yes,Low,Low,236.55,198
31,July,Eastern,Lion Beer,Alcohol,High,Low,High,Yes,None,No,Yes,Low,Low,516.65,458
51,December,Eastern,Candles,Seasonal/Ritual,Medium,High,Medium,No,Christmas,Yes,No,Low,Low,320.28,273
47,November,Northern,Red Rice,Staples,Medium,High,Low,Yes,Poya,Yes,Yes,Low,Low,256.75,198
10,March,North Central,Lion Beer,Alcohol,High,Medium,Medium,No,None,No,Yes,Low,Low,367.21,321
13,March,Central,Rice,Staples,Medium,Low,Medium,No,Poya,Yes,Yes,Medium,Medium,507.71,635
27,July,Northern,MD Crackers,Snacks,High,Low,Low,No,None,No,Yes,Low,Low,360.81,274
46,November,Western,Dhal,Staples,Medium,Medium,Medium,No,None,No,Yes,High,High,464.45,694
34,August,Uva,Anchor Milk Powder,Dairy,High,Medium,Low,No,Poya,Yes,Yes,Low,Low,314.17,307
35,August,North Western,Necto,Beverages,High,Medium,Low,No,None,No,Yes,Medium,Medium,699.32,725
40,October,Eastern,Munchee Biscuits,Snacks,Medium,Medium,Medium,Yes,None,No,Yes,Low,Low,321.39,264
50,December,Eastern,Pepsi,Beverages,Medium,High,Medium,No,None,No,No,Low,Low,292.67,224
23,June,Uva,Ritzbury Chocolate,Snacks,High,Medium,Low,No,None,No,Yes,Low,Low,326.68,286
25,June,Sabaragamuwa,Candles,Seasonal/Ritual,High,High,Low,No,None,No,Yes,Low,Medium,469.1,320
19,May,Southern,Red Rice,Staples,High,High,Medium,Yes,None,No,Yes,Medium,Medium,457.51,590
48,November,Eastern,Munchee Biscuits,Snacks,Medium,High,Medium,Yes,None,No,Yes,Low,Low,486.28,452
9,March,Eastern,Rice Flour,Staples,High,Medium,Medium,No,None,No,Yes,Low,Low,356.52,290
15,April,Sabaragamuwa,Canned Fish,Canned Goods,High,Low,Low,Yes,Sinhala_Tamil_New_Year,Yes,No,Low,Medium,266.95,243
1,January,Southern,Ritzbury Chocolate,Snacks,Medium,Medium,High,No,Christmas,Yes,Yes,Medium,Medium,2000,2644
31,July,Uva,Canned Fish,Canned Goods,High,Medium,Low,Yes,None,No,Yes,Low,Low,321.4,299
42,October,Central,Maggi Noodles,Instant Foods,Medium,Low,Medium,No,Poya,Yes,Yes,Medium,Medium,404.5,407
12,March,Western,Milo,Dairy,High,Low,Medium,No,None,No,Yes,High,High,853.79,1236
51,December,North Central,Munchee Biscuits,Snacks,Medium,High,Low,Yes,Christmas,Yes,No,Low,Low,833.78,666
1,January,Western,Pepsi,Beverages,Medium,Medium,Medium,No,Christmas,Yes,Yes,High,High,928.19,1791
30,July,Eastern,Canned Fish,Canned Goods,High,Low,High,No,Poya,Yes,Yes,Low,Low,278.1,235
30,July,Sabaragamuwa,Coca-Cola,Beverages,High,High,Low,No,Poya,Yes,Yes,Low,Medium,496.07,430
42,October,Uva,Coca-Cola,Beverages,Medium,Low,Low,No,Poya,Yes,Yes,Low,Low,303.12,256
37,September,Eastern,Ice Cream,Frozen Foods,Medium,Low,Medium,No,None,No,Yes,Low,Low,369.9,356
28,July,North Central,MD Crackers,Snacks,High,Low,Low,Yes,None,No,Yes,Low,Low,372.81,355
21,May,Uva,Lantern Materials,Seasonal/Ritual,High,Medium,Low,No,Vesak,Yes,Yes,Low,Low,1077.06,960
22,May,Eastern,Pepsi,Beverages,High,Low,Medium,No,None,No,Yes,Low,Low,508.3,415
45,November,North Western,Tea Leaves,Beverages,Medium,Medium,Low,No,Deepavali,Yes,Yes,Medium,Medium,435.05,547
44,November,North Central,MD Crackers,Snacks,Medium,High,Low,No,Deepavali,Yes,Yes,Low,Low,319.58,234
24,June,Eastern,Prima Noodles,Instant Foods,High,Low,High,Yes,None,No,Yes,Low,Low,428.18,364
27,July,North Western,Frozen Fish,Frozen Foods,High,Medium,Low,Yes,None,No,Yes,Medium,Medium,462.93,540
49,December,Northern,Tea Leaves,Beverages,Medium,High,Low,No,None,No,No,Low,Low,348.88,269
29,July,Sabaragamuwa,MD Crackers,Snacks,High,High,Low,No,None,No,Yes,Low,Medium,397.47,351
36,September,Western,Candles,Seasonal/Ritual,Medium,High,Medium,Yes,None,No,Yes,High,High,603.62,1075
29,July,Sabaragamuwa,Rice Flour,Staples,High,High,Low,No,None,No,Yes,Low,Medium,434.59,331
29,July,Sabaragamuwa,Jaggery,Sweeteners,High,High,Low,No,None,No,Yes,Low,Medium,304.05,272
36,September,Western,Kotmale Yoghurt,Dairy,Medium,High,Medium,No,None,No,Yes,High,High,518.79,879
48,November,Western,Sunflower Oil,Cooking Essentials,Medium,Medium,Medium,Yes,None,No,Yes,High,High,416.97,718
5,February,Western,Lantern Materials,Seasonal/Ritual,Medium,Medium,Medium,No,None,No,Yes,High,High,608.05,1074
50,December,Southern,Canned Fish,Canned Goods,Medium,Medium,High,No,None,No,No,Medium,Medium,632.94,707
29,July,North Central,Arrack,Alcohol,High,Low,Low,No,None,No,Yes,Low,Low,325.79,280
9,March,Sabaragamuwa,Canned Fish,Canned Goods,High,Low,Low,No,None,No,Yes,Low,Medium,499.98,495
34,August,North Central,Dhal,Staples,High,Low,Low,No,Poya,Yes,Yes,Low,Low,379.11,321
20,May,Western,Kotmale Yoghurt,Dairy,High,High,Medium,No,Vesak,Yes,Yes,High,High,861.03,1402
30,July,Northern,Necto,Beverages,High,Low,Low,No,Poya,Yes,Yes,Low,Low,349.33,340
3,January,Central,Jaggery,Sweeteners,Medium,Medium,High,No,None,No,Yes,Medium,Medium,488.96,547
14,April,Northern,Wheat Flour,Staples,High,Medium,Low,No,None,No,No,Low,Low,310.39,267
16,April,Western,Washing Powder,Household,High,Low,Medium,Yes,Sinhala_Tamil_New_Year,Yes,No,High,High,555.86,902
9,March,Western,MD Crackers,Snacks,High,Low,Medium,No,None,No,Yes,High,High,1004.19,1999
37,September,North Western,Prima Noodles,Instant Foods,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,574.27,651
43,October,Southern,MD Crackers,Snacks,Medium,Low,Medium,Yes,None,No,Yes,Medium,Medium,487.59,629
41,October,Southern,Ice Cream,Frozen Foods,Medium,Low,Medium,No,None,No,Yes,Medium,Medium,359.12,434
51,December,North Central,MD Crackers,Snacks,Medium,High,Low,Yes,Christmas,Yes,No,Low,Low,620.11,555
31,July,Sabaragamuwa,Tea Leaves,Beverages,High,High,Low,No,None,No,Yes,Low,Medium,290.39,208
36,September,Western,Milo,Dairy,Medium,High,Medium,No,None,No,Yes,High,High,1003.43,1764
22,May,Northern,Canned Fish,Canned Goods,High,Low,Low,No,None,No,Yes,Low,Low,198.39,171
47,November,Sabaragamuwa,Lion Beer,Alcohol,Medium,Medium,Low,Yes,Poya,Yes,Yes,Low,Medium,113.63,86
13,March,Central,Jaggery,Sweeteners,Medium,Low,Medium,No,Poya,Yes,Yes,Medium,Medium,635.82,683
14,April,Uva,Arrack,Alcohol,High,Low,Low,No,None,No,No,Low,Low,346.35,341
13,March,Northern,Washing Powder,Household,High,Medium,Low,No,Poya,Yes,Yes,Low,Low,239.57,201
45,November,Northern,Prima Noodles,Instant Foods,Medium,High,Low,No,Deepavali,Yes,Yes,Low,Low,544.12,474
50,December,North Western,Pepsi,Beverages,Medium,Medium,Low,No,None,No,No,Medium,Medium,344.93,407
24,June,Eastern,MD Crackers,Snacks,High,Low,High,No,None,No,Yes,Low,Low,279.39,205
14,April,North Western,Necto,Beverages,High,Low,Low,No,None,No,No,Medium,Medium,677.5,851
2,January,Southern,Coca-Cola,Beverages,Medium,Medium,High,No,None,No,Yes,Medium,Medium,646.8,724
10,March,Eastern,Sunflower Oil,Cooking Essentials,High,Medium,Medium,No,None,No,Yes,Low,Low,238.69,222
36,September,Uva,Canned Fish,Canned Goods,Medium,Medium,Low,No,None,No,Yes,Low,Low,230.76,175
30,July,Uva,Coconut Oil,Cooking Essentials,High,Medium,Low,No,Poya,Yes,Yes,Low,Low,382.18,333
32,August,Sabaragamuwa,Coconut Oil,Cooking Essentials,High,High,Low,No,None,No,Yes,Low,Medium,328.05,269
5,February,Western,Lion Beer,Alcohol,Medium,Medium,Medium,No,None,No,Yes,High,High,897.84,1379
5,February,Northern,Frozen Fish,Frozen Foods,Medium,High,Low,No,None,No,Yes,Low,Low,181.19,166
40,October,Western,Canned Fish,Canned Goods,Medium,Low,Medium,No,None,No,Yes,High,High,556.11,944
35,August,Western,Ritzbury Chocolate,Snacks,High,High,Medium,Yes,None,No,Yes,High,High,615.35,929
2,January,Eastern,MD Crackers,Snacks,Medium,High,Medium,No,None,No,Yes,Low,Low,312.12,227
7,February,Southern,Lantern Materials,Seasonal/Ritual,Medium,Medium,High,Yes,None,No,Yes,Medium,Medium,340.98,448
18,May,North Western,Jaggery,Sweeteners,High,Medium,Low,No,Eid,Yes,Yes,Medium,Medium,379.9,484
45,November,Northern,Tea Leaves,Beverages,Medium,High,Low,No,Deepavali,Yes,Yes,Low,Low,447.41,364
6,February,Western,Anchor Milk Powder,Dairy,Medium,Medium,Medium,No,None,No,Yes,High,High,742.48,1236
45,November,Western,Coconut Oil,Cooking Essentials,Medium,Medium,Medium,No,Deepavali,Yes,Yes,High,High,893.9,1353
37,September,North Western,Arrack,Alcohol,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,529.67,563
14,April,Northern,Candles,Seasonal/Ritual,High,Medium,Low,No,None,No,No,Low,Low,373.57,295
5,February,Western,Ice Cream,Frozen Foods,Medium,Medium,Medium,No,None,No,Yes,High,High,998.35,1571
12,March,Western,Lantern Materials,Seasonal/Ritual,High,Low,Medium,No,None,No,Yes,High,High,459.27,806
5,February,North Central,Pepsi,Beverages,Medium,High,Medium,No,None,No,Yes,Low,Low,227.07,221
44,November,North Central,Candles,Seasonal/Ritual,Medium,High,Low,Yes,Deepavali,Yes,Yes,Low,Low,710.51,509
33,August,Central,Washing Powder,Household,Low,High,High,No,None,No,Yes,Medium,Medium,516.47,638
22,May,Central,Prima Noodles,Instant Foods,Medium,High,Medium,No,None,No,Yes,Medium,Medium,989.53,1160
2,January,North Western,Canned Fish,Canned Goods,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,375.85,449
36,September,North Western,Anchor Milk Powder,Dairy,Medium,Medium,Low,Yes,None,No,Yes,Medium,Medium,637.3,742
52,December,Eastern,Tea Leaves,Beverages,Medium,High,Medium,No,Christmas,Yes,No,Low,Low,279.12,260
48,November,Southern,Anchor Milk Powder,Dairy,Medium,Medium,High,Yes,None,No,Yes,Medium,Medium,484.93,583
49,December,North Western,Coca-Cola,Beverages,Medium,Medium,Low,No,None,No,No,Medium,Medium,313.12,393
36,September,Sabaragamuwa,MD Crackers,Snacks,Medium,High,Low,Yes,None,No,Yes,Low,Medium,290.89,251
25,June,North Western,Rice,Staples,High,Medium,Low,No,None,No,Yes,Medium,Medium,415.45,510
16,April,Sabaragamuwa,Maggi Noodles,Instant Foods,High,Low,Low,Yes,Sinhala_Tamil_New_Year,Yes,No,Low,Medium,411.79,366
32,August,Eastern,Dhal,Staples,High,Low,High,Yes,None,No,Yes,Low,Low,280.89,247
24,June,Central,Coca-Cola,Beverages,Low,High,Medium,No,None,No,Yes,Medium,Medium,405.45,488
7,February,Uva,Dhal,Staples,Medium,Medium,Low,Yes,None,No,Yes,Low,Low,418.03,387
29,July,North Western,Elephant Ginger Beer,Beverages,High,Medium,Low,No,None,No,Yes,Medium,Medium,621.35,665
20,May,Southern,Elephant Ginger Beer,Beverages,High,High,Medium,No,Vesak,Yes,Yes,Medium,Medium,864.42,1044
21,May,North Central,Pepsi,Beverages,High,Low,Low,No,Vesak,Yes,Yes,Low,Low,519.51,366
21,May,Northern,Anchor Milk Powder,Dairy,High,Low,Low,No,Vesak,Yes,Yes,Low,Low,323.27,251
38,September,Northern,Ritzbury Chocolate,Snacks,Medium,Low,Low,No,Poya,Yes,Yes,Low,Low,204.81,169
46,November,Uva,Sunflower Oil,Cooking Essentials,Medium,Medium,Low,No,None,No,Yes,Low,Low,243.88,230
44,November,North Central,Munchee Biscuits,Snacks,Medium,High,Low,Yes,Deepavali,Yes,Yes,Low,Low,634.25,558
51,December,North Central,Anchor Milk Powder,Dairy,Medium,High,Low,Yes,Christmas,Yes,No,Low,Low,590.57,502
45,November,Sabaragamuwa,Milo,Dairy,Medium,Medium,Low,No,Deepavali,Yes,Yes,Low,Medium,469.51,364
39,September,Sabaragamuwa,Canned Fish,Canned Goods,Medium,High,Low,No,None,No,Yes,Low,Medium,339.26,320
42,October,Southern,Prima Noodles,Instant Foods,Medium,Low,Medium,No,Poya,Yes,Yes,Medium,Medium,384.79,456
49,December,North Central,Elephant Ginger Beer,Beverages,Medium,High,Low,No,None,No,No,Low,Low,336.68,284
15,April,Eastern,MD Crackers,Snacks,High,Medium,Medium,No,Sinhala_Tamil_New_Year,Yes,No,Low,Low,739.32,587
26,June,North Western,Kotmale Yoghurt,Dairy,High,Medium,Low,No,Poya,Yes,Yes,Medium,Medium,437.43,498
2,January,North Western,Munchee Biscuits,Snacks,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,322.96,429
47,November,Central,Dhal,Staples,Medium,Medium,Medium,Yes,Poya,Yes,Yes,Medium,Medium,353.34,382
31,July,North Western,Rice Flour,Staples,High,Medium,Low,Yes,None,No,Yes,Medium,Medium,504.36,644
2,January,Central,Arrack,Alcohol,Medium,Medium,High,No,None,No,Yes,Medium,Medium,399.07,524
34,August,Northern,Coconut Oil,Cooking Essentials,High,Low,Low,No,Poya,Yes,Yes,Low,Low,399.62,361
15,April,Uva,Jaggery,Sweeteners,High,Low,Low,Yes,Sinhala_Tamil_New_Year,Yes,No,Low,Low,677.83,530
48,November,Western,Prima Noodles,Instant Foods,Medium,Medium,Medium,No,None,No,Yes,High,High,728.05,1227
14,April,Northern,Coca-Cola,Beverages,High,Medium,Low,No,None,No,No,Low,Low,607.59,496
52,December,Central,Arrack,Alcohol,Medium,Medium,Medium,Yes,Christmas,Yes,No,Medium,Medium,1039.74,1296
34,August,Uva,Canned Fish,Canned Goods,High,Medium,Low,No,Poya,Yes,Yes,Low,Low,217.2,192
23,June,Central,Necto,Beverages,Low,High,Medium,No,None,No,Yes,Medium,Medium,545.83,576
40,October,Eastern,Maggi Noodles,Instant Foods,Medium,Medium,Medium,Yes,None,No,Yes,Low,Low,266.47,235
24,June,Southern,Frozen Fish,Frozen Foods,High,High,Medium,Yes,None,No,Yes,Medium,Medium,369.21,416
12,March,North Central,Munchee Biscuits,Snacks,High,Medium,Medium,No,None,No,Yes,Low,Low,328.25,198
11,March,Sabaragamuwa,Munchee Biscuits,Snacks,High,Low,Low,Yes,None,No,Yes,Low,Medium,481.07,365
1,January,North Western,Munchee Biscuits,Snacks,Medium,Medium,Low,No,Christmas,Yes,Yes,Medium,Medium,803.6,774
42,October,Sabaragamuwa,Munchee Biscuits,Snacks,Medium,Low,Low,No,Poya,Yes,Yes,Low,Medium,326.51,276
32,August,Uva,Coconut Oil,Cooking Essentials,High,Medium,Low,Yes,None,No,Yes,Low,Low,187.01,146
15,April,Eastern,Ritzbury Chocolate,Snacks,High,Medium,Medium,Yes,Sinhala_Tamil_New_Year,Yes,No,Low,Low,799.01,633
36,September,Uva,MD Crackers,Snacks,Medium,Medium,Low,Yes,None,No,Yes,Low,Low,258.42,184
35,August,North Western,Lion Beer,Alcohol,High,Medium,Low,No,None,No,Yes,Medium,Medium,416.69,511
7,February,North Central,Washing Powder,Household,Medium,High,Medium,No,None,No,Yes,Low,Low,307.15,336
17,April,Uva,Necto,Beverages,High,Low,Low,No,Eid,Yes,No,Low,Low,620.36,566
50,December,Central,Jaggery,Sweeteners,Medium,Medium,Medium,No,None,No,No,Medium,Medium,341.07,367
46,November,North Western,Prima Noodles,Instant Foods,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,544.22,679
14,April,Northern,Jaggery,Sweeteners,High,Medium,Low,No,None,No,No,Low,Low,249.38,221
11,March,Sabaragamuwa,Elephant Ginger Beer,Beverages,High,Low,Low,No,None,No,Yes,Low,Medium,441.1,337
44,November,Sabaragamuwa,Lion Beer,Alcohol,Medium,Medium,Low,Yes,Deepavali,Yes,Yes,Low,Medium,590.27,406
42,October,Eastern,Dhal,Staples,Medium,Medium,Medium,No,Poya,Yes,Yes,Low,Low,349.66,304
16,April,North Western,Sugar,Sweeteners,High,Low,Low,No,Sinhala_Tamil_New_Year,Yes,No,Medium,Medium,839.92,1100
25,June,North Central,Kotmale Yoghurt,Dairy,High,Low,Low,No,None,No,Yes,Low,Low,210.24,152
33,August,North Central,Washing Powder,Household,High,Low,Low,No,None,No,Yes,Low,Low,235.3,191
21,May,Uva,Maggi Noodles,Instant Foods,High,Medium,Low,No,Vesak,Yes,Yes,Low,Low,261.71,190
41,October,Uva,Ice Cream,Frozen Foods,Medium,Low,Low,No,None,No,Yes,Low,Low,361.63,267
14,April,North Central,Milo,Dairy,High,Medium,Medium,No,None,No,No,Low,Low,329.19,277
22,May,Eastern,Ritzbury Chocolate,Snacks,High,Low,Medium,No,None,No,Yes,Low,Low,275.38,222
44,November,North Western,Sugar,Sweeteners,Medium,Medium,Low,Yes,Deepavali,Yes,Yes,Medium,Medium,726.05,793
