week_number,month,province,product_name,category,avg_temperature_level,rainfall_level,tourism_level,payday_week,holiday_type,festival_season,school_season,urbanization_level,avg_income_level,demand_score,estimated_units_sold
29,July,Eastern,Elephant Ginger Beer,Beverages,High,Low,Low,No,None,No,Yes,Low,Low,598.27,1278
13,March,Southern,Milo,Dairy,High,Medium,High,No,None,No,No,Medium,Medium,386.18,338
40,October,Uva,Milo,Dairy,Low,Low,Low,Yes,Poya,Yes,Yes,Low,Low,458.89,501
16,April,North Western,Prima Noodles,Instant Foods,High,Low,Medium,Yes,Poya,Yes,No,Medium,Medium,511.36,1383
49,December,Central,Rice Flour,Cooking Essentials,Low,High,High,No,None,No,No,Medium,Medium,363.09,416
19,May,Uva,Elephant Ginger Beer,Beverages,High,Medium,Low,No,Vesak,Yes,Yes,Low,Low,745.53,1431
27,July,North Western,Dhal,Staples,High,Low,Medium,No,None,No,Yes,Medium,Medium,543.83,2418
48,November,North Western,Coconut Oil,Cooking Essentials,Low,High,Low,Yes,Poya,Yes,Yes,Medium,Medium,649.26,676
51,December,Eastern,Arrack,Alcohol,Low,Medium,High,No,Christmas,Yes,No,Low,Low,529.46,339
33,August,North Central,Milo,Dairy,Medium,Low,Low,No,None,No,Yes,Low,Low,297.86,324
9,February,Eastern,Lion Beer,Alcohol,High,High,High,No,None,No,Yes,Low,Low,273.1,160
21,May,Sabaragamuwa,Arrack,Alcohol,High,Medium,Low,No,None,No,Yes,Low,Low,193.88,89
30,July,North Western,Wheat Flour,Cooking Essentials,High,Low,Low,Yes,None,No,Yes,Medium,Medium,528.5,773
24,June,Central,Rice Flour,Cooking Essentials,Medium,Low,Medium,Yes,Poya,Yes,Yes,Medium,Medium,650.06,814
3,January,Sabaragamuwa,Rice,Staples,Medium,High,Medium,No,None,No,Yes,Low,Low,322.57,1634
9,February,Sabaragamuwa,Washing Powder,Household,Low,High,Medium,No,None,No,Yes,Low,Low,318.54,402
11,March,Northern,Ritzbury Chocolate,Snacks,High,Low,Low,No,Eid,Yes,Yes,Low,Low,347.35,696
1,January,Northern,Dhal,Staples,Low,Medium,High,No,None,No,Yes,Low,Low,240.52,959
8,February,Southern,Washing Powder,Household,Medium,Medium,Medium,Yes,Poya,Yes,Yes,Medium,Medium,473.91,584
1,January,Eastern,Elephant Ginger Beer,Beverages,Low,Medium,Low,No,None,No,Yes,Low,Low,355.75,752
40,October,Southern,Kotmale Yoghurt,Dairy,Medium,Low,High,Yes,Poya,Yes,Yes,Medium,Medium,384.04,320
25,June,North Western,Candles,Household,High,Low,Low,No,None,No,Yes,Medium,Medium,429.86,599
51,December,Northern,Rice Flour,Cooking Essentials,Low,Low,Low,No,Christmas,Yes,No,Low,Low,393.02,505
3,January,Central,Frozen Fish,Frozen Foods,Low,High,High,No,None,No,Yes,Medium,Medium,450.14,279
47,November,Eastern,Anchor Milk Powder,Dairy,Low,Medium,Medium,No,None,No,Yes,Low,Low,344.73,253
12,March,Southern,Red Rice,Staples,High,Medium,High,Yes,Poya,Yes,No,Medium,Medium,678.98,3189
7,February,Sabaragamuwa,Milo,Dairy,Low,High,Low,No,None,No,Yes,Low,Low,483.17,527
23,June,Sabaragamuwa,Kotmale Yoghurt,Dairy,High,Medium,Low,No,None,No,Yes,Low,Low,305.29,327
48,November,Uva,Jaggery,Sweeteners,Low,Medium,Low,Yes,Poya,Yes,Yes,Low,Low,362.6,741
29,July,Western,Ice Cream,Frozen Foods,Medium,Low,High,No,None,No,Yes,High,High,1018.48,784
25,June,Sabaragamuwa,Rice,Staples,High,Medium,Low,No,None,No,Yes,Low,Low,374.46,1339
26,June,Western,Arrack,Alcohol,High,Low,High,Yes,None,No,Yes,High,High,931.15,596
30,July,North Western,Red Rice,Staples,High,Low,Low,Yes,None,No,Yes,Medium,Medium,455.06,1530
1,January,Sabaragamuwa,Rice,Staples,Low,High,Medium,No,None,No,Yes,Low,Low,286.08,1245
41,October,North Central,MD Crackers,Snacks,Low,Low,Low,No,None,No,Yes,Low,Low,318.34,873
23,June,North Central,Sunflower Oil,Cooking Essentials,High,Low,Low,No,None,No,Yes,Low,Low,325.67,507
21,May,Uva,Necto,Beverages,High,Medium,Low,No,None,No,Yes,Low,Low,484.58,673
9,February,North Central,Prima Noodles,Instant Foods,High,Medium,Low,No,None,No,Yes,Low,Low,289.18,715
18,April,North Western,Milo,Dairy,High,High,Low,Yes,Vesak,Yes,Yes,Medium,Medium,635.42,714
38,September,Eastern,Pepsi,Beverages,Low,Low,Medium,Yes,None,No,Yes,Low,Low,458.5,902
40,October,Sabaragamuwa,Dhal,Staples,Low,Low,Low,Yes,Poya,Yes,Yes,Low,Low,350.97,1125
40,October,Western,Rice,Staples,Low,Low,High,Yes,Poya,Yes,Yes,High,High,898.73,3963
39,September,Uva,Washing Powder,Household,Medium,Low,Medium,No,None,No,Yes,Low,Low,319.61,317
32,August,Uva,Necto,Beverages,High,Low,Low,Yes,Poya,Yes,Yes,Low,Low,675.2,936
39,September,North Western,Necto,Beverages,Low,Low,Medium,No,None,No,Yes,Medium,Medium,762.62,1663
50,December,Northern,MD Crackers,Snacks,Low,Medium,Low,Yes,None,No,No,Low,Low,461.83,975
44,October,Eastern,Lion Beer,Alcohol,Low,Medium,Low,Yes,Deepavali,Yes,Yes,Low,Low,621.94,318
35,August,Southern,Arrack,Alcohol,Medium,Low,High,No,None,No,Yes,Medium,Medium,433.03,313
32,August,North Western,Dhal,Staples,High,Low,Low,Yes,Poya,Yes,Yes,Medium,Medium,359.69,1832
7,February,Central,Maggi Noodles,Instant Foods,Low,Medium,Medium,No,None,No,Yes,Medium,Medium,531.4,1200
11,March,Eastern,Kotmale Yoghurt,Dairy,High,Medium,High,No,Eid,Yes,Yes,Low,Low,335.82,378
8,February,Eastern,Rice,Staples,High,High,Medium,Yes,Poya,Yes,Yes,Low,Low,545.24,2227
47,November,Southern,Munchee Biscuits,Snacks,Low,Medium,High,No,None,No,Yes,Medium,Medium,303.99,588
51,December,Western,Pepsi,Beverages,Low,Medium,High,No,Christmas,Yes,No,High,High,943.18,2178
30,July,Central,Dhal,Staples,Medium,Low,High,Yes,None,No,Yes,Medium,Medium,589.6,2980
37,September,Western,Canned Fish,Canned Goods,Low,Low,Medium,No,None,No,No,High,High,553.3,824
41,October,North Central,Pepsi,Beverages,Low,Low,Low,No,None,No,Yes,Low,Low,388.63,715
50,December,Western,Tea Leaves,Beverages,Low,Medium,High,Yes,None,No,No,High,High,811.13,1425
21,May,Sabaragamuwa,Lion Beer,Alcohol,High,Low,Low,No,None,No,Yes,Low,Low,307.4,173
38,September,North Western,Canned Fish,Canned Goods,Medium,Low,Low,Yes,None,No,Yes,Medium,Medium,563.81,600
9,February,Eastern,Sugar,Sweeteners,Medium,Medium,High,No,None,No,Yes,Low,Low,223.35,458
43,October,Northern,Sugar,Sweeteners,Low,Low,Low,No,Deepavali,Yes,Yes,Low,Low,395.36,565
32,August,Central,Lantern Materials,Household,Medium,Low,Medium,Yes,Poya,Yes,Yes,Medium,Medium,424.72,591
2,January,North Central,Washing Powder,Household,Low,Medium,Medium,Yes,None,No,Yes,Low,Low,278.97,359
23,June,Uva,MD Crackers,Snacks,Medium,Low,Low,No,None,No,Yes,Low,Low,413.67,713
30,July,Sabaragamuwa,Jaggery,Sweeteners,High,Low,Low,Yes,None,No,Yes,Low,Low,206.02,416
34,August,Sabaragamuwa,Ritzbury Chocolate,Snacks,Medium,Low,Low,Yes,None,No,Yes,Low,Low,422.71,1028
4,January,Sabaragamuwa,Anchor Milk Powder,Dairy,Medium,High,Low,Yes,Poya,Yes,Yes,Low,Low,392.11,408
16,April,Sabaragamuwa,Munchee Biscuits,Snacks,High,High,Low,Yes,Poya,Yes,No,Low,Low,454.02,1117
40,October,North Western,Necto,Beverages,Medium,Medium,Medium,Yes,Poya,Yes,Yes,Medium,Medium,1379.47,2138
4,January,North Western,Jaggery,Sweeteners,Low,High,Low,Yes,Poya,Yes,Yes,Medium,Medium,510.35,740
12,March,Central,Ice Cream,Frozen Foods,Medium,High,High,Yes,Poya,Yes,No,Medium,Medium,702.56,480
24,June,Central,Coca-Cola,Beverages,Medium,Low,Medium,Yes,Poya,Yes,Yes,Medium,Medium,873.45,1278
16,April,Eastern,Lantern Materials,Household,High,Medium,Medium,Yes,Poya,Yes,No,Low,Low,296.2,315
47,November,Northern,Candles,Household,Low,Low,Low,No,None,No,Yes,Low,Low,137.77,196
29,July,Sabaragamuwa,Dhal,Staples,Medium,Low,Low,No,None,No,Yes,Low,Low,288.32,995
6,February,Sabaragamuwa,Ritzbury Chocolate,Snacks,Medium,High,Low,Yes,None,No,Yes,Low,Low,538.87,1081
29,July,Sabaragamuwa,Ice Cream,Frozen Foods,Medium,Low,Medium,No,None,No,Yes,Low,Low,688.91,416
41,October,Western,Elephant Ginger Beer,Beverages,Low,Low,High,No,None,No,Yes,High,High,884.26,1995
26,June,North Central,Munchee Biscuits,Snacks,High,Low,Low,Yes,None,No,Yes,Low,Low,513.92,1189
10,March,Southern,Pepsi,Beverages,Medium,High,High,Yes,Eid,Yes,Yes,Medium,Medium,1093.5,2195
9,February,Central,Dhal,Staples,Low,High,Medium,No,None,No,Yes,Medium,Medium,417.38,1495
52,December,North Central,Necto,Beverages,Low,Low,Medium,Yes,Christmas,Yes,No,Low,Low,294.61,402
37,September,Central,Anchor Milk Powder,Dairy,Low,Low,Low,No,None,No,No,Medium,Medium,378.27,261
34,August,Western,Tea Leaves,Beverages,High,Low,Medium,Yes,None,No,Yes,High,High,1532.36,3380
21,May,Western,MD Crackers,Snacks,High,Low,Medium,No,None,No,Yes,High,High,1018.18,2470
32,August,North Central,Coca-Cola,Beverages,Medium,Low,Low,Yes,Poya,Yes,Yes,Low,Low,649.84,926
39,September,North Western,Coconut Oil,Cooking Essentials,Medium,Low,Medium,No,None,No,Yes,Medium,Medium,578.26,830
29,July,Central,Ritzbury Chocolate,Snacks,Medium,Low,Low,No,None,No,Yes,Medium,Medium,499.16,1047
44,October,North Western,Rice,Staples,Low,Medium,Low,Yes,Deepavali,Yes,Yes,Medium,Medium,447.44,1391
12,March,Sabaragamuwa,Frozen Fish,Frozen Foods,Medium,High,Low,Yes,Poya,Yes,No,Low,Low,646.22,461
4,January,Northern,Maggi Noodles,Instant Foods,Medium,Medium,Low,Yes,Poya,Yes,Yes,Low,Low,395.22,1080
4,January,Southern,Prima Noodles,Instant Foods,Low,High,High,Yes,Poya,Yes,Yes,Medium,Medium,526.51,1275
44,October,Central,Lantern Materials,Household,Low,Medium,High,Yes,Deepavali,Yes,Yes,Medium,Medium,548.63,740
34,August,Western,Kotmale Yoghurt,Dairy,Medium,Low,High,Yes,None,No,Yes,High,High,1134.22,1057
22,May,North Western,Maggi Noodles,Instant Foods,High,Low,Low,Yes,None,No,Yes,Medium,Medium,625.39,1792
7,February,Southern,Red Rice,Staples,Medium,Medium,High,No,None,No,Yes,Medium,Medium,627.55,2647
30,July,North Central,Frozen Fish,Frozen Foods,High,Low,Low,Yes,None,No,Yes,Low,Low,601.72,340
39,September,Northern,Wheat Flour,Cooking Essentials,Low,Low,Medium,No,None,No,Yes,Low,Low,148.21,208
19,May,North Central,Necto,Beverages,High,Low,Medium,No,Vesak,Yes,Yes,Low,Low,637.15,1425
2,January,North Western,Dhal,Staples,Low,High,Medium,Yes,None,No,Yes,Medium,Medium,562.97,1727
5,January,Sabaragamuwa,Candles,Household,Medium,High,Medium,No,None,No,Yes,Low,Low,275.87,343
4,January,Uva,Ritzbury Chocolate,Snacks,Low,High,Medium,Yes,Poya,Yes,Yes,Low,Low,560.33,966
50,December,Uva,Elephant Ginger Beer,Beverages,Low,High,Medium,Yes,None,No,No,Low,Low,429.44,672
41,October,Southern,Elephant Ginger Beer,Beverages,Medium,Medium,High,No,None,No,Yes,Medium,Medium,982.23,1905
25,June,North Central,Coca-Cola,Beverages,High,Medium,Low,No,None,No,Yes,Low,Low,642.14,919
46,November,Sabaragamuwa,Ice Cream,Frozen Foods,Low,Medium,Low,Yes,None,No,Yes,Low,Low,268.31,143
9,February,Sabaragamuwa,Rice Flour,Cooking Essentials,Medium,High,Medium,No,None,No,Yes,Low,Low,323.69,396
32,August,Eastern,Anchor Milk Powder,Dairy,High,Low,Medium,Yes,Poya,Yes,Yes,Low,Low,324.35,279
7,February,Central,Coca-Cola,Beverages,Low,High,Medium,No,None,No,Yes,Medium,Medium,702.49,1278
16,April,North Western,Ritzbury Chocolate,Snacks,High,Medium,Low,Yes,Poya,Yes,No,Medium,Medium,1024.93,1790
49,December,Uva,Tea Leaves,Beverages,Low,Medium,Medium,No,None,No,No,Low,Low,278.91,399
51,December,Southern,Milo,Dairy,Low,High,High,No,Christmas,Yes,No,Medium,Medium,438.52,405
37,September,Northern,MD Crackers,Snacks,Medium,Low,Low,No,None,No,No,Low,Low,227.76,587
51,December,Central,Washing Powder,Household,Low,High,High,No,Christmas,Yes,No,Medium,Medium,611.63,751
24,June,Northern,Lion Beer,Alcohol,High,Low,Low,Yes,Poya,Yes,Yes,Low,Low,438.62,205
20,May,North Central,Coca-Cola,Beverages,High,Low,Low,Yes,Poya,Yes,Yes,Low,Low,668.99,1460
45,November,Eastern,Red Rice,Staples,Low,Low,Low,No,None,No,Yes,Low,Low,289.58,1062
7,February,Central,Anchor Milk Powder,Dairy,Low,High,High,No,None,No,Yes,Medium,Medium,789.78,682
5,January,North Central,Elephant Ginger Beer,Beverages,Low,Medium,Medium,No,None,No,Yes,Low,Low,386.01,657
39,September,North Central,Elephant Ginger Beer,Beverages,Low,Low,Medium,No,None,No,Yes,Low,Low,237.34,549
41,October,North Central,Rice Flour,Cooking Essentials,Low,Medium,Low,No,None,No,Yes,Low,Low,251.12,325
44,October,Western,Jaggery,Sweeteners,Low,Low,High,Yes,Deepavali,Yes,Yes,High,High,1175.19,2379
27,July,Western,Ritzbury Chocolate,Snacks,High,Low,High,No,None,No,Yes,High,High,666.84,1720
22,May,Northern,Wheat Flour,Cooking Essentials,High,Low,Low,Yes,None,No,Yes,Low,Low,400.39,415
38,September,Uva,Rice Flour,Cooking Essentials,Low,Low,Low,Yes,None,No,Yes,Low,Low,384.03,393
7,February,Western,Elephant Ginger Beer,Beverages,Medium,High,High,No,None,No,Yes,High,High,879.69,1528
27,July,Western,Sunflower Oil,Cooking Essentials,High,Low,High,No,None,No,Yes,High,High,637.78,723
52,December,Sabaragamuwa,Pepsi,Beverages,Low,High,Low,Yes,Christmas,Yes,No,Low,Low,194.21,291
29,July,Northern,MD Crackers,Snacks,High,Low,Low,No,None,No,Yes,Low,Low,334.53,927
42,October,Sabaragamuwa,Arrack,Alcohol,Low,Medium,Low,Yes,None,No,Yes,Low,Low,356.87,262
10,March,Central,Rice Flour,Cooking Essentials,Low,High,Medium,Yes,Eid,Yes,Yes,Medium,Medium,406.95,509
6,February,Central,Milo,Dairy,Low,High,Medium,Yes,None,No,Yes,Medium,Medium,541.75,490
24,June,North Central,MD Crackers,Snacks,High,Medium,Low,Yes,Poya,Yes,Yes,Low,Low,551.56,1401
31,July,Western,Sunflower Oil,Cooking Essentials,High,Low,High,No,None,No,Yes,High,High,977.35,915
1,January,North Central,Red Rice,Staples,Low,High,High,No,None,No,Yes,Low,Low,250.82,1089
32,August,Southern,Wheat Flour,Cooking Essentials,High,Low,High,Yes,Poya,Yes,Yes,Medium,Medium,294.03,272
26,June,Western,Elephant Ginger Beer,Beverages,High,Low,High,Yes,None,No,Yes,High,High,1701.95,2613
38,September,North Central,Lion Beer,Alcohol,Medium,Low,Medium,Yes,None,No,Yes,Low,Low,398.37,252
22,May,Southern,Rice Flour,Cooking Essentials,High,Low,High,Yes,None,No,Yes,Medium,Medium,640.68,840
34,August,Uva,Elephant Ginger Beer,Beverages,Low,Low,Low,Yes,None,No,Yes,Low,Low,391.97,811
20,May,Northern,Rice,Staples,High,Low,Low,Yes,Poya,Yes,Yes,Low,Low,301.69,1545
38,September,Southern,Lantern Materials,Household,Medium,Low,High,Yes,None,No,Yes,Medium,Medium,346.02,456
49,December,Central,Red Rice,Staples,Low,High,High,No,None,No,No,Medium,Medium,660.37,2928
9,February,Uva,Elephant Ginger Beer,Beverages,Medium,High,Low,No,None,No,Yes,Low,Low,496.23,1038
1,January,Uva,Frozen Fish,Frozen Foods,Low,High,Medium,No,None,No,Yes,Low,Low,205.75,161
32,August,Northern,Elephant Ginger Beer,Beverages,High,Low,Low,Yes,Poya,Yes,Yes,Low,Low,714.15,1649
36,September,Sabaragamuwa,Lion Beer,Alcohol,Medium,Low,Low,Yes,Poya,Yes,No,Low,Low,337.15,206
37,September,Uva,Prima Noodles,Instant Foods,Low,Low,Low,No,None,No,No,Low,Low,196.42,608
36,September,Sabaragamuwa,Jaggery,Sweeteners,Medium,Low,Low,Yes,Poya,Yes,No,Low,Low,343.72,531
24,June,Western,Prima Noodles,Instant Foods,High,Low,High,Yes,Poya,Yes,Yes,High,High,1109.22,3307
9,February,Southern,Necto,Beverages,Medium,High,High,No,None,No,Yes,Medium,Medium,675.71,1513
47,November,North Central,Candles,Household,Low,Medium,Low,No,None,No,Yes,Low,Low,377.53,513
25,June,North Central,Elephant Ginger Beer,Beverages,High,Low,Low,No,None,No,Yes,Low,Low,733.54,1483
15,April,North Western,Ice Cream,Frozen Foods,High,High,Low,No,Sinhala_Tamil_New_Year,Yes,No,Medium,Medium,836.37,731
19,May,Southern,Necto,Beverages,High,Medium,High,No,Vesak,Yes,Yes,Medium,Medium,934.22,2183
45,November,Northern,Lion Beer,Alcohol,Low,Low,Low,No,None,No,Yes,Low,Low,163.8,97
2,January,Uva,Coca-Cola,Beverages,Low,High,Medium,Yes,None,No,Yes,Low,Low,407.94,608
7,February,Central,Arrack,Alcohol,Low,High,Medium,No,None,No,Yes,Medium,Medium,288.39,180
13,March,Sabaragamuwa,MD Crackers,Snacks,High,Medium,Low,No,None,No,No,Low,Low,194.63,378
32,August,Uva,Arrack,Alcohol,Medium,Low,Low,Yes,Poya,Yes,Yes,Low,Low,581.62,418
34,August,Western,Sunflower Oil,Cooking Essentials,Medium,Low,High,Yes,None,No,Yes,High,High,1040.3,943
36,September,Western,Anchor Milk Powder,Dairy,Low,Low,High,Yes,Poya,Yes,No,High,High,1017.1,941
10,March,North Western,Lantern Materials,Household,Medium,High,Low,Yes,Eid,Yes,Yes,Medium,Medium,813.25,1122
25,June,North Central,Candles,Household,High,Low,Low,No,None,No,Yes,Low,Low,158.51,181
19,May,North Western,Lion Beer,Alcohol,High,Medium,Low,No,Vesak,Yes,Yes,Medium,Medium,577.68,315
15,April,Eastern,Elephant Ginger Beer,Beverages,High,Medium,Low,No,Sinhala_Tamil_New_Year,Yes,No,Low,Low,868.51,1328
23,June,North Central,Rice Flour,Cooking Essentials,High,Low,Low,No,None,No,Yes,Low,Low,309.15,369
17,April,Central,Elephant Ginger Beer,Beverages,Medium,High,High,No,None,No,No,Medium,Medium,792.54,1176
8,February,Western,Lantern Materials,Household,Medium,Medium,High,Yes,Poya,Yes,Yes,High,High,868.03,1058
10,March,North Central,Arrack,Alcohol,High,Medium,Medium,Yes,Eid,Yes,Yes,Low,Low,345.83,200
20,May,Western,Ice Cream,Frozen Foods,High,Medium,High,Yes,Poya,Yes,Yes,High,High,1494.19,898
33,August,Southern,Milo,Dairy,High,Low,High,No,None,No,Yes,Medium,Medium,381.94,344
31,July,North Western,Red Rice,Staples,High,Low,Low,No,None,No,Yes,Medium,Medium,337.29,1321
47,November,Uva,Washing Powder,Household,Low,High,Low,No,None,No,Yes,Low,Low,234.13,221
29,July,Southern,Frozen Fish,Frozen Foods,High,Low,High,No,None,No,Yes,Medium,Medium,607.18,351
3,January,North Western,Ritzbury Chocolate,Snacks,Low,Medium,Low,No,None,No,Yes,Medium,Medium,422.92,778
6,February,Sabaragamuwa,Washing Powder,Household,Medium,High,Low,Yes,None,No,Yes,Low,Low,260.43,307
11,March,Western,Canned Fish,Canned Goods,High,Medium,High,No,Eid,Yes,Yes,High,High,829.41,874
5,January,Eastern,Lantern Materials,Household,Medium,Medium,High,No,None,No,Yes,Low,Low,222.99,258
38,September,North Western,MD Crackers,Snacks,Low,Low,Medium,Yes,None,No,Yes,Medium,Medium,713.54,2035
17,April,Eastern,Elephant Ginger Beer,Beverages,High,Low,Medium,No,None,No,No,Low,Low,576.53,1240
16,April,Eastern,Milo,Dairy,High,Medium,Medium,Yes,Poya,Yes,No,Low,Low,268.92,242
11,March,North Central,Coconut Oil,Cooking Essentials,High,Medium,Low,No,Eid,Yes,Yes,Low,Low,366.58,408
22,May,North Central,Necto,Beverages,High,Low,Medium,Yes,None,No,Yes,Low,Low,596.88,1098
37,September,Southern,Maggi Noodles,Instant Foods,Low,Low,High,No,None,No,No,Medium,Medium,528.59,1487
31,July,Central,MD Crackers,Snacks,Medium,Low,High,No,None,No,Yes,Medium,Medium,305.93,574
2,January,North Central,Lion Beer,Alcohol,Low,High,Low,Yes,None,No,Yes,Low,Low,332.55,247
41,October,North Western,Ice Cream,Frozen Foods,Low,Low,Low,No,None,No,Yes,Medium,Medium,446.51,383
30,July,North Western,Canned Fish,Canned Goods,High,Low,Low,Yes,None,No,Yes,Medium,Medium,576.54,934
5,January,North Western,Rice Flour,Cooking Essentials,Medium,Low,Low,No,None,No,Yes,Medium,Medium,352.47,435
7,February,North Central,Kotmale Yoghurt,Dairy,Medium,Medium,Low,No,None,No,Yes,Low,Low,365.72,298
5,January,Northern,Red Rice,Staples,Medium,Low,Medium,No,None,No,Yes,Low,Low,128.34,614
29,July,Northern,Jaggery,Sweeteners,High,Low,Low,No,None,No,Yes,Low,Low,191.73,347
42,October,Northern,Rice Flour,Cooking Essentials,Low,Low,Low,Yes,None,No,Yes,Low,Low,460.17,505
41,October,Eastern,Sugar,Sweeteners,Low,Low,Low,No,None,No,Yes,Low,Low,265.89,508
13,March,Eastern,Elephant Ginger Beer,Beverages,High,Medium,Low,No,None,No,No,Low,Low,512.07,1176
28,July,Northern,Elephant Ginger Beer,Beverages,High,Medium,Low,Yes,Poya,Yes,Yes,Low,Low,618.87,1043
36,September,Central,Coca-Cola,Beverages,Low,Low,Medium,Yes,Poya,Yes,No,Medium,Medium,497.74,1058
3,January,North Western,Prima Noodles,Instant Foods,Medium,High,High,No,None,No,Yes,Medium,Medium,339.47,885
37,September,Northern,Canned Fish,Canned Goods,Medium,Low,Low,No,None,No,No,Low,Low,336.01,494
47,November,Central,Jaggery,Sweeteners,Low,High,Low,No,None,No,Yes,Medium,Medium,301.75,437
29,July,Uva,Dhal,Staples,Medium,Low,Low,No,None,No,Yes,Low,Low,204.4,726
25,June,Western,Munchee Biscuits,Snacks,High,Low,High,No,None,No,Yes,High,High,1101.8,3079
32,August,North Central,Sugar,Sweeteners,Medium,Low,Low,Yes,Poya,Yes,Yes,Low,Low,360.37,672
42,October,Southern,Lion Beer,Alcohol,Low,Low,High,Yes,None,No,Yes,Medium,Medium,795.03,421
5,January,Central,Arrack,Alcohol,Low,High,High,No,None,No,Yes,Medium,Medium,773.81,407
13,March,North Central,Sugar,Sweeteners,High,Medium,Low,No,None,No,No,Low,Low,163.66,298
45,November,Western,Red Rice,Staples,Low,Low,High,No,None,No,Yes,High,High,551.17,2042
48,November,Northern,Tea Leaves,Beverages,Low,High,Low,Yes,Poya,Yes,Yes,Low,Low,352.49,605
5,January,Northern,Ice Cream,Frozen Foods,Medium,Medium,Low,No,None,No,Yes,Low,Low,533.46,480
43,October,Eastern,Dhal,Staples,Low,Medium,High,No,Deepavali,Yes,Yes,Low,Low,339.57,1707
25,June,Western,Kotmale Yoghurt,Dairy,High,Low,High,No,None,No,Yes,High,High,832.21,668
26,June,North Central,Lantern Materials,Household,High,Low,Low,Yes,None,No,Yes,Low,Low,310.39,276
44,October,Uva,MD Crackers,Snacks,Low,Medium,Low,Yes,Deepavali,Yes,Yes,Low,Low,556.5,1489
37,September,North Western,Canned Fish,Canned Goods,Low,Low,Low,No,None,No,No,Medium,Medium,569.31,710
1,January,Uva,Wheat Flour,Cooking Essentials,Low,High,Low,No,None,No,Yes,Low,Low,363.56,560
37,September,Sabaragamuwa,Sugar,Sweeteners,Low,Low,Low,No,None,No,No,Low,Low,223.99,341
18,April,Uva,Milo,Dairy,High,High,Low,Yes,Vesak,Yes,Yes,Low,Low,353.11,312
16,April,Uva,Frozen Fish,Frozen Foods,High,Medium,Low,Yes,Poya,Yes,No,Low,Low,673.13,492
28,July,North Western,Rice Flour,Cooking Essentials,High,Low,Low,Yes,Poya,Yes,Yes,Medium,Medium,507.39,767
47,November,Southern,Ritzbury Chocolate,Snacks,Low,Medium,Medium,No,None,No,Yes,Medium,Medium,573.98,955
50,December,Uva,Prima Noodles,Instant Foods,Low,High,Low,Yes,None,No,No,Low,Low,357.4,1018
21,May,Western,Coconut Oil,Cooking Essentials,High,Low,High,No,None,No,Yes,High,High,424.35,385
18,April,North Central,Rice,Staples,High,Medium,Low,Yes,Vesak,Yes,Yes,Low,Low,373.03,1887
52,December,North Western,Rice,Staples,Low,High,Medium,Yes,Christmas,Yes,No,Medium,Medium,670.09,2902
11,March,Eastern,Kotmale Yoghurt,Dairy,Medium,Medium,Medium,No,Eid,Yes,Yes,Low,Low,312.24,273
